id,contract,lang,title,text,topics,subtopics,void
500,17,de,§ 3 Bezahlung,3.3 Ihnen stehen grundsätzlich folgende Zahlungsarten zur Verfügung:,payment,payment:methods,0.0
501,17,de,§ 3 Bezahlung,a) Rechnung: Der Rechnungsbetrag ist sofort fällig mit Rechnungserhalt und von Ihnen per Überweisung oder an der Kasse in jeder <<NAME>>-Filiale auszugleichen.,payment,payment:methods,0.0
502,17,de,§ 3 Bezahlung,b) Bankeinzug (SEPA-Lastschrift): Sie erteilen uns mit Aufgabe der Bestellung ein SEPA-Lastschriftmandat. In der Rechnung werden Sie über das Datum der Kontobelastung informiert (sog. Prenotification). Die Kontobelastung erfolgt vier Werktage nach Versand der Rechnung. Die Frist für die Vorabankündigung über das Datum der Kontobelastung (sog. Prenotification-Frist) beträgt vier Werktage.,payment,payment:methods,0.0
503,17,de,§ 3 Bezahlung,c) Kreditkarte (VISA/Mastercard/Eurocard): Sie übermitteln uns Ihre Kreditkartendaten und wir prüfen Ihre Legitimation. Unmittelbar nach Aufgabe Ihrer Bestellung blocken wir den Rechnungsbetrag beim Kreditkartenunternehmen. Die endgültige Belastung der Kreditkarte erfolgt frühestens einen Tag nach Versand der Rechnung (montags oder donnerstags).,payment,payment:methods,0.0
504,17,de,§ 3 Bezahlung,"d) PayPal: Sie werden im Bestellprozess auf die Webseite des Online-Anbieters PayPal weitergeleitet. Um diese Zahlungsart nutzen zu können, müssen Sie bei PayPal registriert sein, sich mit Ihren Zugangsdaten legitimieren und die Zahlungsanweisung an uns bestätigen. Unmittelbar nach Aufgabe Ihrer Bestellung blocken wir den Rechnungsbetrag bei PayPal. Die endgültige Belastung des PayPal-Kontos erfolgt frühestens einen Tag nach Versand der Rechnung (montags oder donnerstags). Weitere Informationen finden Sie hier: www.paypal.com.",payment,payment:methods,0.0
505,17,de,§ 3 Bezahlung,"e) Vorkasse: Wir teilen Ihnen die Bankverbindung in einer separaten E-Mail mit und liefern die Ware nach Zahlungseingang bzw. stellen Ihr Download nach Zahlungseingang zur Verfügung. Können wir keinen Zahlungseingang binnen einer Frist von 60 Tagen verzeichnen, stornieren wir den Auftrag.",payment,payment:methods,0.0
506,17,de,§ 3 Bezahlung,f) <<NAME>>-Geschenkkarte: Sie geben die Nummer der Geschenkkarte im Bestellprozess ein. Wir prüfen das Geschenkkartenguthaben und ziehen dieses im Bestellprozess vom Rechnungsbetrag ab. Die endgültige Belastung der Geschenkkarte erfolgt mit Aufgabe der Bestellung.,payment,payment:vouchers,0.0
507,17,de,§ 3 Bezahlung,g) PAYBACK-Punkte: Sie geben die von Ihnen gewünschte und Ihnen zur Verfügung stehende Anzahl an PAYBACK-Punkten bzw. den jeweiligen Gegenwert in Euro im Bestellprozess ein. Wir ziehen diesen Betrag im Bestellprozess vom Rechnungsbetrag ab.,payment,,0.0
508,17,de,§ 3 Bezahlung,h) Filialzahlung bei Warenlieferung in eine <<NAME>>-Filiale: Sie zahlen den Rechnungsbetrag bei der Abholung der Ware in der jeweiligen <<NAME>>-Filiale an der Kasse.,payment,payment:methods,0.0
509,17,de,§ 3 Bezahlung,"3.4 Einschränkungen bei der Auswahl der Zahlungsarten können sich infolge der Bonitätsprüfung ergeben. Wir behalten uns insbesondere dann eine Vorkasseforderung in Höhe des Auftragswerts vor, -wenn sich im Zeitpunkt des Auftragseingangs offene Rechnungen im Mahnlauf befinden oder -wenn der Warenwert aller Aufträge die Summe noch offener Rechnungen oder bereits auf den Versandweg gebrachte Aufträge im Zeitpunkt einer neuen Bestellung einen Betrag in Höhe von 200,00 EUR überschreitet oder -wenn Ihre Gutschriften 30 Prozent des bisherigen Gesamtrechnungsvolumens erreichen bzw. überschreiten.",payment,payment:methods,0.0
510,17,de,§ 3 Bezahlung,"3.5 Sie sind zur Aufrechnung nur berechtigt, sofern und soweit Ihre Gegenansprüche rechtskräftig festgestellt, unbestritten oder von uns anerkannt sind. Portokosten, die Sie für die Rücksendung von Ware gezahlt haben, dürfen Sie nicht eigenmächtig vom Rechnungsbetrag abziehen. Zur Ausübung eines Zurückbehaltungsrechts sind Sie nur befugt, wenn Ihr Gegenanspruch auf demselben Kaufvertrag beruht.","retentionOfTitle,payment",payment:restraint,1.0
511,17,de,§ 3 Bezahlung,"3.6 Bei Wareneinfuhren in Länder außerhalb Deutschlands können Exportbeschränkungen vorliegen und Einfuhrabgaben und Steuern anfallen, die Sie zu tragen haben. Diese variieren in verschiedenen Zollgebieten. Sie sind für die ordnungsgemäße Abfuhr der notwendigen Zölle, Steuern und Gebühren verantwortlich.",delivery,delivery:customs,0.0
512,17,de,§ 3 Bezahlung,"3.7 Machen Sie von ihrem Widerrufsrecht Gebrauch, so haben Sie die unmittelbaren Kosten für die Rücksendung der Ware zu tragen. Wir tragen die Kosten der Rücksendung der Waren, wenn Sie für eine innerhalb Deutschlands veranlasste Rücksendung das von uns zur Verfügung gestellte Retouren-Etikett verwenden.",withdrawal,withdrawal:shippingCosts,0.0
513,17,de,§ 3 Bezahlung,"3.8 Bitte beachten Sie, dass die Preise für nicht preisgebundene Produkte (z.B. CDs, DVDs, fremdsprachige Bücher) im Onlineshop und in den Filialen unterschiedlich sein können. Das ist dann möglich, wenn Sie das Produkt nicht online zur Filialabholung bestellen, sondern Sie sich nur auf unseren Webseiten umsehen und das Produkt später in einer Filiale kaufen. Wenn Sie das Produkt online zur Filialabholung bestellen, wird Ihnen bei Abholung in der Filiale der Preis aus der Onlinebestellung zugesichert, d.h. sofern der Filialpreis höher ist als der Onlinepreis zum Zeitpunkt der Online-Bestellung, berechnen wir Ihnen immer den günstigeren Onlinepreis.",prices,,0.0
514,17,de,§ 4 Selbstbelieferungsvorbehalt,"Ist das von Ihnen bestellte Produkt bei uns nicht verfügbar, weil wir von unserem zuverlässigen Lieferanten ohne eigenes Verschulden trotz Aufgabe einer deckungsgleichen Bestellung nicht beliefert werden, erhalten Sie unverzüglich eine Mitteilung per E-Mail. Wir werden dadurch von unserer Leistungspflicht frei und können vom Vertrag zurücktreten. Haben Sie bereits Zahlungen geleistet, erstatten wir diese unverzüglich.",conclusionOfContract,conclusionOfContract:withdrawal,0.0
515,17,de,§ 5 Eigentumsvorbehalt,5.1 Die Ware bleibt bis zur vollständigen Bezahlung unser Eigentum.,retentionOfTitle,,0.0
516,17,de,§ 5 Eigentumsvorbehalt,"5.2 Für Unternehmer gilt ergänzend: wir behalten uns das Eigentum an der Ware bis zur vollständigen Begleichung aller Forderungen aus einer laufenden Geschäftsbeziehung vor. Sie dürfen die Vorbehaltsware im ordentlichen Geschäftsbetrieb weiterveräußern. Sämtliche aus diesem Weiterverkauf entstehenden Forderungen treten Sie in Höhe des Rechnungsbetrages im Voraus an uns ab und wir nehmen diese Abtretung an. Sie bleiben zur Einziehung der Forderungen ermächtigt. Wir dürfen die Forderungen auch selbst einziehen, soweit Sie Ihrer Zahlungsverpflichtung nicht nachkommen.",retentionOfTitle,,0.0
517,17,de,§ 6 Transportschäden,"6.1 Für Verbraucher gilt: Werden Waren mit offensichtlichen Transportschäden angeliefert, so reklamieren Sie solche Fehler bitte möglichst sofort beim Zusteller und nehmen Sie bitte unverzüglich Kontakt zu uns auf. Die Versäumung einer Reklamation oder Kontaktaufnahme hat für Ihre gesetzlichen Ansprüche und deren Durchsetzung, insbesondere Ihre Gewährleistungsrechte, keinerlei Konsequenzen. Sie helfen uns damit, unsere eigenen Ansprüche gegenüber dem Frachtführer bzw. der Transportversicherung geltend machen zu können.",delivery,delivery:brokenPackaging,0.0
518,17,de,§ 6 Transportschäden,"6.2 Für Unternehmer gilt: Die Gefahr des zufälligen Untergangs und der zufälligen Verschlechterung geht auf Sie über, sobald wir die Sache dem Spediteur, dem Frachtführer oder der sonst zur Ausführung der Versendung bestimmten Person oder Anstalt ausgeliefert haben. Unter Kaufleuten gilt die in § 377 HGB geregelte Untersuchungs- und Rügepflicht. Unterlassen Sie die dort geregelte Anzeige, so gilt die Ware als genehmigt, es sei denn, dass es sich um einen Mangel handelt, der bei der Untersuchung nicht erkennbar war. Dies gilt nicht, falls wir einen Mangel arglistig verschwiegen haben.",delivery,delivery:brokenPackaging,0.0
519,17,de,§ 7 Kundenrezensionen,"Verfassen Sie eine Kundenrezension, sind wir berechtigt, diesen Text über alle Kanäle, z.B. stationär, Onlineshop, eReader, und Social Media Auftritte der <<NAME>> oder unserer Tochtergesellschaften und rechtlich verbundenen Unternehmen anzuzeigen. Wir behalten uns vor, eine Rezension nicht oder nur für einen begrenzten Zeitraum und, soweit dies aus rechtlichen Gründen geboten ist (z.B. bei Verletzung von Persönlichkeitsrechten), gekürzt anzuzeigen. Kundenrezensionen geben ausschließlich Ihre Meinung wieder und stimmen nicht unbedingt mit unserer Auffassung überein.",personalData,,0.0
520,17,de,§ 8 Gewährleistung,8.1 Wir stehen für Mängel im Rahmen der gesetzlichen Bestimmungen ein.,warranty,,0.0
521,17,de,§ 8 Gewährleistung,8.2 Bei Verträgen mit Verbrauchern beträgt die Gewährleistungsfrist 2 Jahre ab Ablieferung der Ware. Für Unternehmer ist die Gewährleistungsfrist auf ein Jahr ab Gefahrübergang beschränkt.,warranty,warranty:period,0.0
522,17,de,§ 9 Haftung,"9.1 Wir schließen die Haftung für leicht fahrlässige Pflichtverletzungen aus, sofern a) dies keine Garantien oder vertragswesentlichen Pflichten betrifft, d.h. Verpflichtungen, deren Erfüllung die ordnungsgemäße Durchführung des Vertrages überhaupt erst ermöglichen und auf deren Einhaltung der Vertragspartner regelmäßig vertraut und vertrauen darf, b) es nicht um Schäden aus der Verletzung des Lebens, des Körpers oder der Gesundheit geht, c) Ansprüche nach dem Produkthaftungsgesetz unberührt bleiben.",liability,,0.0
523,17,de,§ 9 Haftung,"9.2 Bei Verletzung wesentlicher Vertragspflichten, deren Erfüllung die ordnungsgemäße Durchführung des Vertrages überhaupt erst ermöglicht und auf deren Einhaltung der Vertragspartner regelmäßig vertrauen darf, (Kardinalpflichten) durch leichte Fahrlässigkeit von uns, unseren gesetzlichen Vertretern oder Erfüllungsgehilfen ist die Haftung der Höhe nach auf den bei Vertragsschluss vorhersehbaren Schaden begrenzt, mit dessen Entstehung typischerweise gerechnet werden muss. Im Übrigen sind Ansprüche auf Schadensersatz ausgeschlossen.",liability,,0.0
524,17,de,§ 9 Haftung,9.3 Gleiches gilt für Pflichtverletzungen unserer gesetzlichen Vertreter oder unserer Erfüllungsgehilfen.,liability,,0.0
525,17,de,§ 10 Jugendschutz,"Sofern Ihre Bestellung Produkte umfasst, deren Verkauf Altersbeschränkungen unterliegt, stellen wir durch den Einsatz eines zuverlässigen Verfahrens unter Einbeziehung einer persönlichen Identitäts- und Altersprüfung sicher, dass der Besteller das erforderliche Mindestalter erreicht hat.",age,,0.0
526,17,de,§ 11 Entsorgung und Umwelt,"11.1 Altbatterien dürfen nicht in den Hausmüll. Verbraucher sind gesetzlich verpflichtet, Batterien zu einer geeigneten Sammelstelle zu bringen, d.h. im Handel überall dort, wo Batterien auch verkauft werden oder bei den Kommunen (Wertstoff- oder Recyclinghof). Gebrauchte Batterien können auch an die <<NAME>>, Standort <<STADT>>, An den Speichern 8, 000000 <<STADT>> geschickt oder in einer unserer <<NAME>>-Filialen zurückgegeben werden.",disposal,disposal:battery,0.0
527,17,de,§ 11 Entsorgung und Umwelt,11.2 Die Mülltonne bedeutet: Batterien und Akkus dürfen nicht in den Hausmüll.,disposal,disposal:battery,0.0
528,17,de,§ 11 Entsorgung und Umwelt,Die Zeichen unter den Mülltonnen stehen für: Pb: Batterie enthält Blei Cd: Batterie enthält Cadmium Hg: Batterie enthält Quecksilber,disposal,disposal:battery,0.0
529,17,de,§ 12 Streitschlichtung,"2.1 Ab dem 15. Februar 2016 stellt die EU-Kommission eine Plattform für außergerichtliche Streitschlichtung bereit. Verbrauchern gibt dies die Möglichkeit, Streitigkeiten im Zusammenhang mit Ihrer Online-Bestellung zunächst ohne die Einschaltung eines Gerichts zu klären. Die Streitbeilegungs-Plattform ist unter dem externen Link https://ec.europa.eu/consumers/odr/ erreichbar. In diesem Zusammenhang sind wir gesetzlich verpflichtet, Sie auf unsere E-Mail-Adresse hinzuweisen. Diese lautet: hello@example.com",arbitration,,0.0
530,17,de,§ 12 Streitschlichtung,"12.2 Wir sind bemüht, eventuelle Meinungsverschiedenheiten aus unserem Vertrag einvernehmlich beizulegen. Darüber hinaus sind wir zu einer Teilnahme an einem Schlichtungsverfahren nicht verpflichtet und können Ihnen die Teilnahme an einem solchen Verfahren leider auch nicht anbieten.",arbitration,,0.0
531,17,de,§ 13 Schlussbestimmungen,"13.1 Für die Rechtsbeziehungen zwischen Ihnen und uns gilt deutsches Recht ohne die Verweisungsnormen des Internationalen Privatrechts und unter Ausschluss des UN-Kaufrechts (CISGG). Ist der Kunde Verbraucher kann auch das Recht am Wohnsitz des Kunden anwendbar sein, sofern es sich um zwingende verbraucherrechtliche Bestimmungen handelt.",applicableLaw,,0.0
532,17,de,§ 13 Schlussbestimmungen,"13.2 Sofern der Kunde Kaufmann im Sinne des Handelsgesetzbuches, juristische Person des öffentlichen Rechts oder öffentlich-rechtliches Sondervermögen ist, ist <<STADT>> ausschließlicher Gerichtsstand für alle Ansprüche im Zusammenhang mit der Geschäftsbeziehung.",placeOfJurisdiction,,0.0
533,17,de,§ 13 Schlussbestimmungen,"13.3 Je nach Endgerät können Sie dieses Dokument drucken und/oder speichern (""Datei speichern unter"").",textStorage,,0.0
534,18,de,1. Angaben zum Verkäufer und Geltungsbereich,"Für den Kauf von Produkten von der Internetseite example.com (im Folgenden „diese Website“) gelten die vorliegenden Allgemeinen Geschäftsbedingungen dieser Website („Allgemeine Geschäftsbedingungen“). Über diese Website vertriebene Produkte werden ausschließlich an Verbraucher, d.h. natürliche Personen, die ein Rechtsgeschäft zu Zwecken abschließen, die überwiegend weder ihrer gewerblichen noch ihrer selbständigen beruflichen Tätigkeit zugerechnet werden können, verkauft. Jeglicher Weiterverkauf oder Vertrieb von <<NAME>>-Produkten, die über diese Website bezogen wurden, ist streng untersagt. Dementsprechend bestätigt der Kunde, dass er Endverbraucher ist und keine Absicht hegt, <<NAME>>-Produkte gewerblich weiterzuverkaufen. <<NAME>> behält sich Änderungen bzw. Aktualisierungen dieser Allgemeinen Geschäftsbedingungen zu jedem Zeitpunkt vor. Über den Link „Uns kontaktieren“ gelangen Sie jederzeit zu der jeweils geltenden Version der Allgemeinen Geschäftsbedingungen. Es gilt jeweils die auf dieser Website zum Zeitpunkt der Bestellung ausgewiesene Version der Allgemeinen Geschäftsbedingungen. Bei jeder Bestellung über diese Website werden Sie aufgefordert, den zum Zeitpunkt der Bestellung geltenden Allgemeinen Geschäftsbedingungen zuzustimmen. Die besagte aktuelle Version ist vor und während des Zustimmungsvorgangs einsehbar. Ihre Zustimmung erteilen Sie, indem Sie einen Haken setzen beim Feld „Ich habe die Allgemeinen Geschäfts- und Nutzungsbedingungen für den Verkauf auf der Website example.com einschließlich der Datenschutzhinweise französischen Rechts gelesen und akzeptiere diese“.",applicability,,0.0
535,18,de,1. Angaben zum Verkäufer und Geltungsbereich/Besondere Bestimmungen für „<<NAME>>“-Produkte,"<<NAME>> verfügt über ungenutzte Materialien, die von den verschiedenen Produktionsstätten der Unternehmen der Gruppe <<NAME>> stammen, insbesondere Leder, Metalle (Edelmetalle und andere), Kristall, Porzellan, Email, Textilien und/oder mit der Marke <<NAME>> versehene Fertigprodukte, die zur Entsorgung bestimmt sind und aus einem dieser Materialien (nachstehend als „Materialien“ bezeichnet) bestehen. Im Rahmen einer als „<<NAME>>“ bezeichneten Tätigkeit innerhalb der Gruppe <<NAME>> werden die Materialien Künstlern angeboten, die mit Handwerkern zusammenarbeiten, welche die verschiedenen Savoir-faires der Gruppe <<NAME>> repräsentieren, und zwar zur Kreation und Fertigung von Produkten (nachstehend als „„<<NAME>>“-Produkte“ bezeichnet). ",conclusionOfContract,conclusionOfContract:definition,0.0
536,18,de,1. Angaben zum Verkäufer und Geltungsbereich/Besondere Bestimmungen für „<<NAME>>“-Produkte,Zur Unterscheidung der „<<NAME>>“-Produkte von anderen Produkten der in <<NAME>>-Boutiquen angebotenen Kollektionen werden die „<<NAME>>“-Produkte von <<NAME>> mit dem spezifischen Symbol gekennzeichnet.,conclusionOfContract,conclusionOfContract:definition,0.0
537,18,de,2. Reservierungsbedingungen/2.1 Anerkennung der Reservierungsbedingungen und der Produktverfügbarkeit,"Jede telefonisch oder über die Website example.com vorgenommene Reservierung setzt eine vorherige, uneingeschränkte Anerkennung der vorliegenden Reservierungsbedingungen voraus. Ihr bei der Reservierung mündlich gegebenes Einverständnis bedeutet, dass Sie die vorliegenden Bedingungen zur Kenntnis genommen und akzeptiert haben. Ohne Ihr Einverständnis können Sie keine Reservierung vornehmen. <<NAME>> behält sich die Möglichkeit vor, die vorliegenden Bedingungen jederzeit anzupassen oder zu ändern. Es treten die Reservierungsbedingungen in Kraft, die am Tag der Reservierung gültig sind. Der Reservierungsservice ist ein kostenloses Serviceangebot. Er wird daher nicht in Rechnung gestellt.",conclusionOfContract,,0.0
538,18,de,2. Reservierungsbedingungen/2.1 Anerkennung der Reservierungsbedingungen und der Produktverfügbarkeit,"Die Liste der auf der Website example.com und/oder in den Geschäften angebotenen reservierungsfähigen Produkte kann jederzeit verändert werden, um sie besser an Ihre Erwartungen und unsere Produktverfügbarkeit anzupassen. ",conclusionOfContract,,0.0
539,18,de,2. Reservierungsbedingungen/2.1 Anerkennung der Reservierungsbedingungen und der Produktverfügbarkeit,Über verfügbare Produkte werden Sie folgendermaßen informiert:  - bei telefonischen Reservierungen nach Angabe des Geschäfts Ihrer Wahl; - auf der Website nach Auswahl des Geschäfts Ihrer Wahl.  Die Informationen zur Produktverfügbarkeit werden direkt von unseren Geschäften/Warenlagern übermittelt und können in Ausnahmefällen aufgrund der Lagerbestandsentwicklung ungenau sein. Über alle Änderungen werden Sie schnellstmöglich informiert. ,conclusionOfContract,,0.0
540,18,de,2. Reservierungsbedingungen/2.2 Reservierungsbestätigung,"Nachdem Sie ein Geschäft zur Abholung Ihres Produkts ausgewählt, die Details und den Gesamtbetrag Ihrer Reservierung überprüft und alle Reservierungsbedingungen bestätigt haben, informiert Sie <<NAME>> per Anruf, E-Mail oder SMS über den Eingang Ihrer Reservierung. Für alle Reservierungen wird eine Reservierungsbestätigungs-E-Mail versendet. Bitte bewahren Sie dieses Dokument auf, da dieses Ihr Reservierungsnachweis ist. Im unwahrscheinlichen Fall einer Bestandsunterdeckung informiert <<NAME>> Sie darüber umgehend telefonisch oder per E-Mail.",conclusionOfContract,,0.0
541,18,de,2. Reservierungsbedingungen/2.3 Verzögerte Bereitstellung der Produkte und Gültigkeitsdauer der Reservierung,"Vorbehaltlich der Öffnungszeiten der <<NAME>> Geschäfte verpflichtet sich <<NAME>>, Ihnen innerhalb von vier (4) Stunden nach Ihrer Reservierungsanfrage Auskunft über die Verfügbarkeit des Produkts im von Ihnen ausgewählten Geschäft zu geben. Sie werden über die Bereitstellung Ihrer Reservierung telefonisch, per E-Mail oder SMS über die von Ihnen bei der Reservierung angegebenen Kontaktinformationen informiert. In Ausnahmefällen kann sich <<NAME>> dazu veranlasst sehen, die ursprünglich für die Abholung der Reservierung vorgesehenen Zeit- oder Datumsangaben zu ändern. <<NAME>> informiert Sie über alle Änderungen bei der Bereitstellung von reservierten Produkten. Die ausgewählten Produkte bleiben für eine Dauer von drei (3) Tagen, vom Zeitpunkt der Reservierungsbestätigungs-E-Mail, reserviert (vorbehaltlich eines anderen, vom <<NAME>>-Geschäft kommunizierten Zeitrahmens). Bei Nichtabholung innerhalb des gewährten Zeitfensters wird die Reservierung als storniert betrachtet und das Produkt kann nicht mehr abgeholt werden.",conclusionOfContract,,0.0
542,18,de,2. Reservierungsbedingungen/2.4 Abholungsbedingungen,Zum Abholen und Bezahlen des Produkts müssen Sie im Besitz Ihres Ausweises und/oder Ihrer Reservierungsnummer sein.,delivery,delivery:methods,0.0
543,18,de,2. Reservierungsbedingungen/2.4 Abholungsbedingungen,"Bei Abholung und Bezahlung des Produkts durch eine dritte Person muss diese Folgendes vorlegen:  ·       Die E-Mail oder die SMS, die Sie über die Verfügbarkeit Ihrer Reservierung informiert und die Sie an die dritte Person weitergeleitet haben;  ·       Den Ausweis der dritten Person und/oder ·       Eine Kopie Ihres Ausweises.",delivery,delivery:methods,0.0
544,18,de,2. Reservierungsbedingungen/2.4 Abholungsbedingungen,<<NAME>> bleibt bis zum Zeitpunkt der Bezahlung uneingeschränkter Eigentümer der reservierten Produkte. Die mit den Produkten verbundenen Risiken werden Ihnen zum Zeitpunkt der Abholung des Produkts übertragen.,"retentionOfTitle,liability",,0.0
545,18,de,2. Reservierungsbedingungen/2.5 Nichtbestehen des Widerrufsrechts,"Der Verkaufsvertrag zwischen <<NAME>> und Ihnen wird im <<NAME>> Geschäft und nicht online abgeschlossen. Ihr Einkauf unterliegt den allgemeinen Verkaufsbedingungen für das Geschäft, in dem der Verkauf getätigt wurde. Sie haben daher keinen Anspruch auf das vom Verbraucherschutzgesetz für Fernabsätze geltende Widerrufsrecht.",withdrawal,withdrawal:exclusion,0.0
546,18,de,3. Bestellbedingungen,"Über diese Website besteht die Möglichkeit, online bei der Firma <<NAME>> <<NAME>> eine Auswahl sofort verfügbarer Produkte zu ordern oder eine Vorbestellung aufzugeben. ",conclusionOfContract,,0.0
547,18,de,3. Bestellbedingungen,"Diese Website kann genutzt werden, um eine Auswahl von <<NAME>>-Produkten (im Weiteren „Produkte“ oder „Artikel“) oder eine Vorbestellung aufzugeben online per Internet direkt über <<NAME>> zu bestellen und nach Großbritannien, Frankreich (Mutterland inklusive Korsika), Monaco, Deutschland, Belgien, Luxemburg, Niederlande (ohne Niederländische Antillen und Aruba), Spanien (ohne Kanarische Inseln), Portugal (ohne die Azoren und Madeira), Italien, Irland, Österreich, in die Tschechische Republik, Finnland, Dänemark, Schweden oder Polen liefern zu lassen (siehe nachfolgend unter 8.1 „Liefer- und Abholbereich“).",delivery,delivery:destination,0.0
548,18,de,3. Bestellbedingungen,Sie können auch telefonisch von Montag bis Freitag (außer an offiziellen französischen Feiertagen) von 10.30 Uhr bis 18.30 Uhr (mitteleuropäischer Zeit) und Samstags von 10h bis 18h unter der Nummer 00 00 12345678 bestellen.,conclusionOfContract,,0.0
549,18,de,3. Bestellbedingungen,"Über diese Website können keine Sonderwünsche abgewickelt werden wie zum Beispiel die Bestellung eines Produktes, das nicht oder nicht mehr in der <<NAME>>-Kollektion verfügbar ist. Die vorliegenden Geschäftsbedingungen gelten also nicht für Sonderanfertigungen und -bestellungen. Bitte wenden Sie sich bei Sonderwünschen an den Kundenservice über den Link „Uns kontaktieren“ oder telefonisch von Montag bis Freitag (außer an offiziellen französischen Feiertagen) von 10.30 bis 18.30 Uhr (mitteleuropäischer Zeit) und Samstags von 10h bis 18h unter der Nummer 00 00 12345678.",conclusionOfContract,,0.0
550,18,de,4. Verfügbarkeit/4.1. Besondere Vorbestellungsbedingungen,"Die Vorbestellung ermöglicht es dem Kunden, bestimmte auf der Website angekündigte Artikel, insbesondere <<NAME>>, vor ihrer Veröffentlichung zu reservieren (nachstehend „Vorbestellung“ oder „vorbestellte Produkte“).",conclusionOfContract,,0.0
551,18,de,4. Verfügbarkeit/4.2 Besondere Bestimmungen für die Personalisierung,"Die Personalisierung ermöglicht es dem Kunden, bestimmte Artikel der <<NAME>>-Kollektionen anzupassen oder zu personalisieren (nachstehend „Personalisierung“ oder „personalisierte Produkte“).",conclusionOfContract,,0.0
552,18,de,4. Verfügbarkeit/4.3 Verfügbarkeit,"Die Produkte und Preise gelten wie auf dieser Website angezeigt; die Produkte sind verfügbar solange der Vorrat reicht. In Ausnahmefällen kann es zu Fehlern oder Berichtigungen kommen, insbesondere bei gleichzeitiger Bestellung desselben Produkts durch mehrere Kunden. Das Datum der Verfügbarkeit eines vorbestellten Produkts wird ausdrücklich auf dem Produktblatt angegeben. Im Falle einer Änderung des Verfügbarkeitsdatums werden Sie unverzüglich per E-Mail und/oder über Ihr Kundenkonto informiert. Sollte ein Produkt nach dem Bestellvorgang doch nicht verfügbar sein, so werden Sie so bald wie möglich per E-Mail oder telefonisch benachrichtigt. Sie erhalten dann die Möglichkeit, wahlweise einen anderen Artikel von dieser Website zu bestellen oder Ihre Bestellung zu stornieren.  <<NAME>> haftet nicht für fehlende Lagerbestände oder Nicht-Verfügbarkeit von Produkten, für die die Bestellung noch nicht durch <<NAME>> bestätigt wurde. <<NAME>> behält sich vor, die auf der Website angebotenen Artikel jederzeit und ohne vorherige Ankündigung zu ändern. Wir sind ständig bestrebt, die Qualität unseres Service zu verbessern und unser Produktangebot allen Kunden und Besuchern dieser Website gleichermaßen verfügbar zu machen. Aus diesem Grund und in Übereinstimmung mit den diesbezüglich geltenden Bestimmungen, insbesondere denen unter Artikel L122-1 des französischen Verbraucherschutzgesetzes, behält sich <<NAME>> vor, die Stückzahl zu begrenzen, die ein Besucher von einem Artikel bestellen kann.",prices,,0.0
553,18,de,5. Bestellvorgang/5.1. Produktauswahl,"Sie können Ihrer Auswahl jederzeit Produkte hinzufügen, indem Sie auf „Ihrem Warenkorb hinzufügen“ klicken oder Ihren Einkauf beenden oder weiter im Online-Store stöbern. Sie können Ihren Warenkorb einsehen, indem Sie auf „Warenkorb“ im Menü oben rechts zeigen oder klicken. Dort erscheint dann: das (die) Foto(s) des/der betreffenden Artikel(s), die Farbauswahl und weitere Merkmale, gewählte Stückzahl, Stückpreis und Zwischensumme der gewählten Artikel. Sie können hier auch das Land, in das geliefert werden soll, sowie die gewünschte Lieferart festlegen. Daraufhin werden die Versandkosten berechnet, so dass der zu zahlende Gesamtbetrag angezeigt wird. Lieferzone und Versandkosten können auf Ihren Wunsch später noch verändert werden, so dass der Gesamtbetrag entsprechend angepasst wird.",conclusionOfContract,conclusionOfContract:steps,0.0
554,18,de,5. Bestellvorgang/5.2. Benutzerangaben,"Nachdem Sie Ihre Auswahl abgeschlossen haben, klicken Sie auf „Bestellen“, um den Bestellvorgang zu starten.",conclusionOfContract,,0.0
555,18,de,5. Bestellvorgang/5.2. Benutzerangaben,"Wenn Sie bereits ein Kundenkonto haben, melden Sie sich an dieser Stelle mit Ihrem Passwort an. Wenn Sie noch kein Kundenkonto haben, werden Sie aufgefordert, hier ein Kundenkonto mit Ihrer E-Mail-Adresse anzulegen, wobei Sie am Ende des Bestellvorgangs unter „Bezahlung“ ein Passwort festlegen. Bei der Mobilversion dieser Website werden Sie gebeten, diese Informationen beim Anmelden einzugeben.",personalData,,0.0
556,18,de,5. Bestellvorgang/5.2. Benutzerangaben,"Ihre Zugangsdaten und Passwörter sind streng vertraulich. Sie verpflichten sich daher, sie sicher aufzubewahren und keinesfalls an Dritte weiterzugeben. <<NAME>> kann keinesfalls haftbar gemacht werden für den Verlust oder Diebstahl von Zugangsdaten oder jegliche missbräuchliche Benutzung Ihres Kundenkontos, sofern dies nicht auf Verschulden von <<NAME>> beruht. Sollten Sie davon Kenntnis erlangen, ist <<NAME>> unverzüglich zu informieren.",personalData,,0.0
557,18,de,5. Bestellvorgang/5.2. Benutzerangaben,Die Einrichtung eines Kontos ermöglicht Ihnen: - Ihre Lieferungen zu verfolgen und frühere Bestellungen einzusehen; - Produkte zurückzusenden oder umzutauschen; - Ihre Liefer- und Rechnungsadresse für spätere Bestellungen hinzuzufügen oder zu ändern; - Ihre Abonnements für den <<NAME>>-Newsletter zu verwalten.,personalData,,0.0
